Frequency_Hz,Gain_Ideal_dB,Phase_Ideal_deg,Gain_TL071_dB,Phase_TL071_deg,Gain_LF357_dB,Phase_LF357_deg,Gain_OPA828_dB,Phase_OPA828_deg,Gain_ADA4817_dB,Phase_ADA4817_deg
11.80516528568805,87.9500412,-0.0033867975529013592,87.9525879,-0.015064649543660989,87.9525881,-0.004832779573437409,87.9525881,-0.0038264334647019707,87.9525881,-0.00311336536031065
11.969557023590434,87.9500412,-0.003433960089590262,87.9525879,-0.01527443088820417,87.9525881,-0.0049000779967849455,87.9525881,-0.0038797181082268093,87.9525881,-0.0031567202415974343
12.136237983442406,87.9500412,-0.0034817793771715617,87.9525879,-0.015487133536573945,87.9525881,-0.004968313576717948,87.9525881,-0.003933744756997647,87.9525881,-0.0032006788502285666
12.305240043592615,87.9500412,-0.0035302645648414986,87.9525879,-0.015702798162732207,87.9525881,-0.005037499364297667,87.9525881,-0.003988523746586378,87.9525881,-0.003245249597289596
12.476595526308698,87.9500412,-0.003579424939896166,87.9525879,-0.015921466040493198,87.9525881,-0.005107648595056569,87.9525881,-0.004044065565610404,87.9525881,-0.0032904410252665058
12.650337203959031,87.9500412,-0.0036292698935081464,87.95258787916968,-0.016143178934210443,87.9525881,-0.005178774682293904,87.9525881,-0.004100380826679452,87.9525881,-0.0033362617598441517
12.826498305280605,87.9500412,-0.003679808958972944,87.95258781909594,-0.016367979226646852,87.9525881,-0.005250891229003917,87.9525881,-0.004157480299922555,87.9525881,-0.0033827205622401083
13.005112521734093,87.9500412,-0.0037310517932778037,87.9525878,-0.016595909977604833,87.9525881,-0.0053240120243240804,87.9525881,-0.004215374904753504,87.9525881,-0.0034298263218331365
13.186214013947485,87.9500412,-0.00378300820152829,87.9525878,-0.016827014768373706,87.9525881,-0.0053981510551657265,87.9525881,-0.004274075714916828,87.9525881,-0.003477588048254003
13.369837418249466,87.9500412,-0.0038356881442118164,87.9525878,-0.017061337818989126,87.9525881,-0.00547332251981047,87.9525881,-0.004333593968668689,87.9525881,-0.003526014885402797
13.556017853293682,87.9500412,-0.003889101672179005,87.9525878,-0.017298923929361183,87.9525881,-0.005549540775956866,87.9525881,-0.00439394103773128,87.9525881,-0.0035751160847084136
13.744790926775373,87.9500412,-0.003943258997263705,87.9525878,-0.017539818552013604,87.9525881,-0.005626820399126417,87.9525881,-0.00445512846317305,87.9525881,-0.003624901035870937
13.936192742241428,87.9500412,-0.003998170486669382,87.9525878,-0.01778406767841892,87.9525881,-0.005705176168148634,87.9525881,-0.004517167942963527,87.9525881,-0.0036753792614430897
14.130259905995336,87.9500412,-0.004053846641452774,87.9525878,-0.018031718048429592,87.9525881,-0.005784623070911599,87.9525881,-0.004580071345199896,87.9525881,-0.0037265604159980818
14.32702953409831,87.9500412,-0.0041102981027425056,87.9525878,-0.018282816992636605,87.9525881,-0.005865176292834486,87.9525881,-0.004643850698543767,87.9525881,-0.003778454277938685
14.526539259467812,87.9500412,-0.004167535672578595,87.9525878,-0.018537412624038963,87.9525881,-0.005946851252361997,87.9525881,-0.004708518206228849,87.9525881,-0.0038310707867279486
14.728827239075025,87.9500412,-0.0042255702970058935,87.9525878,-0.01879555366076185,87.9525881,-0.00602966357106333,87.9525881,-0.004774086236839544,87.9525881,-0.0038844200084185436
14.933932161242526,87.9500412,-0.004284413083493262,87.9525878,-0.01905728940053312,87.9525881,-0.006113629093864884,87.9525881,-0.004840567331612916,87.9525881,-0.003938512140222011
15.14189325304352,87.9500412,-0.004344075282527125,87.9525877982185,-0.0193226699103508,87.9525881,-0.006198763874460369,87.9525881,-0.004907974204009502,87.9525881,-0.003993357527169292
15.352750287804227,87.9500412,-0.004404568301850524,87.95258773841,-0.019591745962017272,87.9525881,-0.006285084184225827,87.9525881,-0.0049763197487638884,87.9525881,-0.0040489666571929565
15.56654359271062,87.9500412,-0.00446590371325003,87.9525877,-0.01986456901012241,87.9525881,-0.006372606544873957,87.9525881,-0.00504561703237895,87.9525881,-0.00410535016850737
15.783314056521172,87.9500412,-0.004528093248978133,87.9525877,-0.020141191235189853,87.9525881,-0.006461347699504349,87.9525881,-0.005115879307676295,87.9525881,-0.00416251884580868
16.003103137387008,87.9500412,-0.004591148790398842,87.9525877,-0.020421665481346735,87.9525881,-0.006551324593843529,87.9525881,-0.005187120008755448,87.9525881,-0.004220483615630355
16.225952870780873,87.9500412,-0.004655082402349335,87.9525877,-0.020706045424839167,87.9525881,-0.006642554446290026,87.9525881,-0.005259352763623572,87.9525881,-0.004279255566585271
16.451905877536625,87.9500412,-0.004719906323508022,87.9525877,-0.02099438556857804,87.9525881,-0.006735054726462114,87.9525881,-0.005332591393641723,87.9525881,-0.004338845943106885
16.68100537200059,87.9500412,-0.004785632946077816,87.9525877,-0.0212867409562902,87.9525881,-0.006828843114402506,87.9525881,-0.005406849904542294,87.9525881,-0.0043992661440457525
16.91329517029648,87.9500412,-0.0048522748418937936,87.9525877,-0.021583167494707876,87.9525881,-0.006923937550157431,87.9525881,-0.005482142500804655,87.9525881,-0.004460527728001491
17.1488196987054,87.9500412,-0.004919844743595961,87.9525877,-0.021883721862348368,87.9525881,-0.007020356199021229,87.9525881,-0.005558483566343575,87.9525881,-0.00452264239081872
17.387624002162504,87.9500412,-0.00498835558000193,87.9525876976245,-0.022188461560257597,87.9525881,-0.007118117510691411,87.9525881,-0.005635887708176651,87.9525881,-0.0045856220203649
17.62975375287206,87.9500412,-0.005057820466421199,87.95258763780774,-0.022497444914671393,87.9525881,-0.007217240198747022,87.9525881,-0.005714369743870033,87.9525881,-0.004649478678775349
17.875255259042355,87.9500412,-0.005128252677298933,87.9525876,-0.02281073098251472,87.9525881,-0.0073177432092823656,87.9525881,-0.005793944672832972,87.9525881,-0.004714224564399279
18.124175473742365,87.9500412,-0.005199665681397443,87.9525876,-0.023128379676953272,87.9525881,-0.0074196457629350735,87.9525881,-0.00587462771332835,87.9525881,-0.004779872058202406
18.376562003881716,87.9500412,-0.005272073144163631,87.9525876,-0.023450451776724772,87.9525881,-0.007522967348890812,87.9525881,-0.005956434292084352,87.9525881,-0.004846433721351979
18.6324631193156,87.9500412,-0.005345488911886487,87.9525876,-0.023777008869068684,87.9525881,-0.007627727729564751,87.9525881,-0.006039380058973823,87.9525881,-0.004913922283644514
18.891927762076662,87.9500412,-0.005419927026144138,87.9525876,-0.024108113401971464,87.9525881,-0.007733946951174922,87.9525881,-0.006123480893044684,87.9525881,-0.004982350659062533
19.15500555573528,87.9500412,-0.005495401721149547,87.95258757737955,-0.0244438286994028,87.95258807737954,-0.007841645318730755,87.9525881,-0.006208752863883604,87.9525881,-0.005051731926355246
19.421746814890255,87.9500412,-0.0055719274314991645,87.95258751728088,-0.024784218967471402,87.95258801728087,-0.007950843429938622,87.9525881,-0.006295212279004324,87.9525881,-0.005122079354196433
19.692202554791724,87.9500412,-0.005649518799133464,87.9525875,-0.02512934932054771,87.952588,-0.008061562174996359,87.9525881,-0.00638287568298839,87.9525881,-0.005193406402742792
19.966424501097933,87.9500412,-0.005728190659851105,87.9525875,-0.025479285756600547,87.952588,-0.008173822725484859,87.9525881,-0.006471759837551193,87.9525881,-0.005265726710772006
20.24446509976804,87.9500412,-0.005807958047323123,87.9525875,-0.02583409515068163,87.952588,-0.008287646540613964,87.9525881,-0.006561881729353695,87.9525881,-0.005339054101210489
20.52637752709252,87.9500412,-0.005888836226147736,87.9525875,-0.026193845406123642,87.952588,-0.008403055392617346,87.9525881,-0.006653258604129562,87.9525881,-0.005413402601894702
20.812215699863383,87.9500412,-0.005970840663313314,87.9525875,-0.02655860532396586,87.952588,-0.008520071350042567,87.9525881,-0.006745907937358866,87.9525881,-0.00548878643004002
21.102034285685956,87.9500412,-0.006053987048308188,87.95258745703917,-0.02692844470509559,87.952588,-0.008638716810757792,87.9525881,-0.006839847451001751,87.9525881,-0.0055652200124812696
21.395888713434214,87.9500412,-0.006138291282216614,87.9525874,-0.02730343426444707,87.952588,-0.00875901446179056,87.9525881,-0.00693509511143312,87.9525881,-0.00564271796604838
21.693835183851842,87.9500412,-0.006223769497139412,87.9525874,-0.027683645728315703,87.952588,-0.00888098731764428,87.9525881,-0.007031669143102512,87.9525881,-0.005721295125162661
21.99593068030075,87.9500412,-0.00631043802430559,87.9525874,-0.028069151743205793,87.952588,-0.009004658686228868,87.9525881,-0.007129588002742009,87.9525881,-0.005800966493638086
22.302232979659376,87.9500412,-0.006398313435424875,87.9525874,-0.02846002600997164,87.952588,-0.00913005221485286,87.9525881,-0.0072288704148806065,87.9525881,-0.005881747303263878
22.612800663372784,87.9500412,-0.006487412560886745,87.95258735673934,-0.02885634346700916,87.952588,-0.00925719191676089,87.95258805673934,-0.007329535385543968,87.9525881,-0.005963653032748149
22.927693128656486,87.9500412,-0.006577752431955961,87.9525873,-0.02925817983777574,87.952588,-0.009386102095802276,87.952588,-0.007431602159392699,87.95258809643624,-0.006046699337170654
23.24697059985648,87.9500412,-0.006669350304301528,87.9525873,-0.029665611799034784,87.952588,-0.00951680737579443,87.952588,-0.00753509023009028,87.95258803660295,-0.006130902077321885
23.570694139967276,87.9500412,-0.006762223720032824,87.9525873,-0.030078717461834565,87.952588,-0.009649332788039271,87.952588,-0.007640019424965655,87.952588,-0.006216277382631109
23.898925662310504,87.9500412,-0.006856390444692462,87.9525873,-0.030497575859415805,87.952588,-0.00978370368293605,87.952588,-0.007746409818017075,87.952588,-0.006302841585712799
24.231727942375993,87.9500412,-0.0069518684711996825,87.95258725643949,-0.03092226698764282,87.952588,-0.009919945732563808,87.952588,-0.007854281728903153,87.952588,-0.00639061122172123
24.569164629827903,87.9500412,-0.007048676066377436,87.9525872,-0.03135287209865788,87.952588,-0.010058085005084393,87.952588,-0.00796365579682265,87.952588,-0.006479603083143124
24.911300260677884,87.9500412,-0.007146831765340699,87.9525872,-0.03178947358811344,87.952588,-0.01019814795682638,87.952588,-0.008074552958941756,87.952588,-0.00656983420363398
25.258200269627846,87.9500412,-0.007246354317260056,87.95258717618569,-0.032232154932130316,87.952588,-0.010340161326573312,87.952588,-0.008186994406429986,87.952588,-0.006661321826969176
25.609931002584595,87.9500412,-0.007347262753488221,87.95258711607039,-0.03268100079561025,87.952588,-0.010484152266686596,87.952588,-0.008301001642655985,87.952588,-0.006754083449297656
25.96655972934871,87.9500412,-0.007449576383099879,87.9525871,-0.03313609700110147,87.952588,-0.010630148359716424,87.952588,-0.008416596472898807,87.952588,-0.006848136815843604
26.328154656480212,87.950041195842,-0.007553314772358157,87.952587095842,-0.0335975306004695,87.952588,-0.010778177515609213,87.952588,-0.008533801007651467,87.952588,-0.00694349991390853
26.694784940343208,87.95004113600042,-0.0076584977586473596,87.95258703600041,-0.03406538986202322,87.952588,-0.010928268042681795,87.952588,-0.00865263767071905,87.952588,-0.007040190978763752
27.06652070033241,87.9500411,-0.007765145459680628,87.952587,-0.03453976425755866,87.952588,-0.01108044864187078,87.952588,-0.008773129178524687,87.952588,-0.007138228505808698
27.443433032283654,87.9500411,-0.007873278271628568,87.952587,-0.03502074451445028,87.952588,-0.011234748418452945,87.952588,-0.008895298573429146,87.952588,-0.007237631244936389
27.825594022071243,87.9500411,-0.007982916878150862,87.95258695583969,-0.03550842254445749,87.952588,-0.011391196848772836,87.952588,-0.009019169227543403,87.952588,-0.007338418210041053
28.21307675939472,87.9500411,-0.008094082247820274,87.9525869,-0.03600289166997128,87.952588,-0.011549823879668599,87.952588,-0.009144764831388418,87.952588,-0.0074406086755721326
28.60595535175742,87.9500411,-0.008206795646515266,87.9525869,-0.03650424655414628,87.952588,-0.011710659909857722,87.952588,-0.009272109407406325,87.952588,-0.007544222185470677
29.004304938639915,87.9500411,-0.008321078616679942,87.95258687558865,-0.03701258298291655,87.952588,-0.011873735634734466,87.952588,-0.009401227303927125,87.952588,-0.007649278548495728
29.40820170587064,87.9500411,-0.008436953011400142,87.95258681546504,-0.03752799816523782,87.952588,-0.012039082237310298,87.952588,-0.009532143213087764,87.952588,-0.0077557978537199194
29.817722900196717,87.9500411,-0.008554441023213372,87.9525868,-0.038050590803000654,87.952588,-0.012206731363573272,87.952588,-0.009664882193191632,87.952588,-0.007863800503035825
30.23294684405778,87.9500411,-0.008673565109570939,87.95258679524768,-0.03858046077867776,87.952588,-0.01237671507160699,87.952588,-0.00979946962337105,87.952588,-0.007973307139309114
30.653952950565266,87.9500411,-0.008794348042463736,87.95258673539782,-0.039117709314574665,87.952588,-0.012549065845261893,87.952588,-0.009935931250038183,87.952588,-0.008084338692919022
31.080821738690638,87.9500411,-0.00891681292219444,87.95258667529009,-0.039662439266018874,87.952588,-0.01272381668710292,87.952588,-0.010074293143032776,87.952588,-0.008196916402769762
31.513634848664793,87.9500411,-0.009040983168574906,87.95258661516232,-0.04021475481926909,87.952588,-0.012901001024686309,87.952588,-0.010214581757023194,87.952588,-0.008311061798293157
31.95247505759212,87.9500411,-0.009166882537871958,87.9525866,-0.0407747615380923,87.952588,-0.013080652741725951,87.952588,-0.01035682396603946,87.952588,-0.008426796718355353
32.397426295281974,87.9500411,-0.009294535109389025,87.95258659495047,-0.04134256656897381,87.952588,-0.013262806185840054,87.952588,-0.010501046960499293,87.952588,-0.008544143296049364
32.84857366030044,87.9500411,-0.00942396531281442,87.95258653509647,-0.04191827860581415,87.952588,-0.013447496175145918,87.952588,-0.010647278301237639,87.952588,-0.008663123978787072
33.30600343624589,87.9500411,-0.009555197875251423,87.9525864749915,-0.04250200763550357,87.952588,-0.013634758048420719,87.952588,-0.010795545993097616,87.952588,-0.008783761511533096
33.76980310825091,87.9500411,-0.009688257891643449,87.95258641485958,-0.04309386528547658,87.952588,-0.013824627620429594,87.952588,-0.010945878400949838,87.952588,-0.008906078964845384
34.24006137971424,87.9500411,-0.009823170833121774,87.95258635493987,-0.043693964795847695,87.952588,-0.014017141180376197,87.952588,-0.011098304236826645,87.952588,-0.00903009974756392
34.71686818926561,87.9500411,-0.009959962496103049,87.9525863,-0.0443024209382714,87.952588,-0.014212335561648987,87.952588,-0.01125285265489775,87.952588,-0.009155847571706847
35.20031472796679,87.9500411,-0.010098659043816956,87.9525863,-0.04491935009405801,87.952588,-0.014410248095433575,87.952588,-0.011409553163994154,87.952588,-0.009283346470612828
35.69049345675229,87.9500411,-0.010239286977823052,87.95258627469292,-0.04554487021338086,87.952588,-0.014610916664284334,87.952588,-0.011568435817184523,87.952588,-0.009412620844763565
36.18749812411281,87.9500411,-0.010381873186338575,87.95258621455683,-0.04617910091934555,87.952588,-0.01481437965521894,87.952588,-0.011729531011004903,87.952588,-0.009543695418779155
36.69142378402494,87.9500411,-0.010526445019032693,87.9525861546399,-0.046822163562699706,87.9525879546399,-0.015020675922966137,87.952588,-0.011892869519563875,87.952588,-0.009676595270817557
37.20236681413068,87.9500411,-0.010673030087130478,87.95258609435602,-0.047474181120725795,87.9525879,-0.015229844943191965,87.952588,-0.012058482584277767,87.952588,-0.009811345810531207
37.720424934169976,87.9500411,-0.01082165638156945,87.95258603449375,-0.04813527828981882,87.9525879,-0.015441926745098573,87.952588,-0.012226401891147338,87.952588,-0.009947972801851267
38.24569722466999,87.9500411,-0.01097235235533589,87.9525859743943,-0.04880558147989546,87.9525879,-0.015656961864448777,87.952588,-0.012396659511748991,87.952588,-0.010086502366000234
38.778284145894574,87.9500411,-0.011125146828755627,87.95258591425406,-0.04948521887966751,87.9525879,-0.015874991424685344,87.952588,-0.012569287997658487,87.952588,-0.010226960992490732
39.3182875570577,87.9500411,-0.011280069025417238,87.95258585433989,-0.050174320537790286,87.9525879,-0.016096057165547635,87.952588,-0.012744320451932387,87.952588,-0.01036937559771567
39.86581073580441,87.9500411,-0.011437148574565261,87.95258579405876,-0.05087301822229329,87.9525879,-0.016320201340277195,87.952588,-0.012921790317976472,87.952588,-0.010513773394016141
40.42095839796306,87.9500411,-0.011596415505947843,87.95258573419235,-0.05158144551591011,87.9525879,-0.01654746675966852,87.952588,-0.013101731516748599,87.952588,-0.010660181977547341
40.983836717572615,87.9500411,-0.011757900296672251,87.95258567409567,-0.052299737990906474,87.9525879,-0.016777896971164847,87.952588,-0.013284178472806614,87.952588,-0.010808629361457177
41.55455334718875,87.9500411,-0.011921633832076188,87.95258561395126,-0.05302803303706567,87.9525879,-0.017011536054565114,87.952588,-0.013469166080690547,87.952588,-0.010959143937236003
42.13321743847289,87.9500411,-0.0120876474314108,87.95258555403987,-0.053766469749033256,87.9525879,-0.017248428596483595,87.952588,-0.01365672970477394,87.952588,-0.01111175447586005
42.71993966306779,87.9500411,-0.012255972845228167,87.95258548752298,-0.05451518945864085,87.9525879,-0.01748861995177683,87.9525879937615,-0.013846905223824034,87.952588,-0.011266490177683506
43.31483223376399,87.9500411,-0.0124266423030665,87.95258536778188,-0.05527433545918405,87.9525879,-0.01773215612545934,87.95258793389094,-0.014039729002101216,87.952588,-0.011423380666846492
43.91800892596086,87.9500411,-0.012599688373495134,87.95258527379701,-0.05604405287943932,87.9525879,-0.017979083629017678,87.9525879,-0.014235237945742796,87.95258797379701,-0.011582455885642955
44.529585099426555,87.9500411,-0.012775144143600483,87.95258521364845,-0.056824488931370286,87.9525879,-0.018229449685118547,87.9525879,-0.01443346945118141,87.95258791364844,-0.011743746247646186
45.14967772036102,87.9500411,-0.01295304321986707,87.95258515373982,-0.057615792808472614,87.9525879,-0.0184833022204719,87.9525879,-0.014634461373549425,87.9525879,-0.01190728268786435
45.778405383766184,87.95004109346421,-0.01313341961755594,87.95258508692838,-0.0584181159014972,87.9525879,-0.018740689763982212,87.9525879,-0.014838252183405877,87.9525879,-0.012073096455637563
46.41588833612777,87.9500410335895,-0.013316307833883387,87.952584967179,-0.0592316117187418,87.9525879,-0.019001661529102355,87.9525879,-0.015044880896243566,87.9525879,-0.012241219272606341
47.06224849841281,87.950041,-0.013501742843033208,87.95258487349834,-0.060056435762687384,87.9525879,-0.019266267409922034,87.9525879,-0.015254387004204653,87.9525879,-0.0124116832465544
47.717609489387456,87.950041,-0.013689760110100747,87.95258481334561,-0.06089274577478294,87.9525879,-0.019534558007229218,87.9525879,-0.015466810577745444,87.9525879,-0.012584520973477845
48.38209664925957,87.950041,-0.013880395590143944,87.9525847068795,-0.06174070174254609,87.95258785343975,-0.019806584688446382,87.9525879,-0.015682192237844724,87.9525879,-0.012759765578020025
49.05583706365048,87.950041,-0.014073685744504832,87.95258459316686,-0.06260046583271402,87.9525878,-0.020082399455525663,87.9525879,-0.015900573167403897,87.9525879,-0.01293745053817753
49.738959587900624,87.950041,-0.014269667533172457,87.95258453328805,-0.06347220241506853,87.9525878,-0.020362055020835296,87.9525879,-0.0161219950751111,87.9525879,-0.0131176097655888
50.431594871713585,87.950041,-0.014468378474579248,87.95258444639927,-0.06435607828563618,87.9525878,-0.02064560492655976,87.9525879,-0.016346500420517305,87.9525879,-0.01330027780970057
51.13387538414326,87.950041,-0.014669856579393311,87.9525843260855,-0.06525226248918808,87.9525878,-0.02093310340821159,87.9525879,-0.0165741321526826,87.9525879,-0.013485489612813872
51.84593543892913,87.950041,-0.014874140293695754,87.95258420627934,-0.06616092645425273,87.9525878,-0.021224605393668026,87.9525879,-0.01680493370383001,87.9525879,-0.013673280528396696
52.56791122018422,87.950041,-0.015081268731591862,87.95258408573906,-0.06708224393540042,87.9525878,-0.02152016665757076,87.9525879,-0.017038949248013073,87.9525879,-0.013863686504133702
53.29994080844088,87.950041,-0.015291281553197377,87.95258396597312,-0.06801639107462674,87.9525878,-0.02181984375241258,87.9525879,-0.017276223553754452,87.9525879,-0.01405674400075072
54.04216420705915,87.950041,-0.015504218889906794,87.95258384580183,-0.06896354654219457,87.9525878,-0.02212369396692699,87.9525879,-0.01751680200010888,87.9525879,-0.014252489881411309
54.794723369002874,87.950041,-0.01572012146698486,87.95258372547974,-0.06992389147380568,87.9525878,-0.02243177541226765,87.9525879,-0.01776073059841661,87.9525879,-0.014450961578779129
55.557762223988775,87.950041,-0.01593903055939117,87.95258360567914,-0.07089760966102845,87.9525878,-0.02274414702650685,87.95258785283957,-0.01800805598541829,87.9525879,-0.014652197145290244
56.331426706013545,87.950041,-0.016160988047690835,87.95258348514434,-0.0718848872802098,87.9525878,-0.02306086854027562,87.9525878,-0.018258825478175353,87.9525879,-0.014856235004815387
57.11586478126432,87.950041,-0.016386036397582494,87.95258336537012,-0.07288591309337905,87.9525878,-0.023382000495146896,87.9525878,-0.01851308706190413,87.9525879,-0.015063114083296724
57.91122647641758,87.950041,-0.016614218631590783,87.95258324520434,-0.07390087858603432,87.95258777260217,-0.023707604349207132,87.9525878,-0.018770889351197213,87.95258787260217,-0.015272874056332812
58.71766390733256,87.950041,-0.016845578389259507,87.95258312487393,-0.07492997787153806,87.95258771243697,-0.02403774237653785,87.9525878,-0.01903228165353115,87.95258781243697,-0.015485555045026612
59.535331308143704,87.95004095253944,-0.017080159918966865,87.9525829576183,-0.07597340770125381,87.9525877,-0.024372477746341836,87.9525878,-0.019297313889814222,87.9525878,-0.01570119772014909
60.36438506075867,87.9500409,-0.017318008087096774,87.95258278454959,-0.07703136769092715,87.9525877,-0.024711874449899692,87.9525878,-0.019566036805209058,87.9525878,-0.015919843308046695
61.204983724767,87.9500409,-0.01755916836635375,87.95258266476708,-0.07810406017638638,87.9525877,-0.025055997377304507,87.9525878,-0.019838501883560348,87.9525878,-0.016141533599446967
62.05728806776501,87.9500409,-0.017803686924016383,87.95258251691024,-0.07919169034104519,87.9525877,-0.025404912344553564,87.9525878,-0.02011476111490087,87.9525878,-0.016366311021689797
62.92146109610344,87.9500409,-0.018051610529162643,87.95258233640213,-0.08029446619804043,87.9525877,-0.025758686080825516,87.9525878,-0.020394867328924444,87.9525878,-0.016594218564834947
63.79766808606282,87.9500409,-0.018302986551000256,87.95258220447857,-0.08141259855681923,87.9525877,-0.026117386276588588,87.9525878,-0.020678874130243375,87.9525878,-0.016825299827160807
64.68607661546328,87.9500409,-0.01855786308451269,87.95258207593218,-0.08254630133715302,87.95258769197739,-0.026481081521689355,87.9525878,-0.020966835845079485,87.9525878,-0.01705959899024257
65.58685659571432,87.9500409,-0.018816288898885817,87.952581896246,-0.08369579137977196,87.952587632082,-0.026849841364111424,87.9525878,-0.021258807573468434,87.9525878,-0.017297160842310165
66.50018030431119,87.9500409,-0.019078313390521514,87.9525817160139,-0.08486128851535138,87.9525876,-0.027223736323101988,87.95258777200463,-0.02155484515303448,87.9525878,-0.01753803082886135
67.42622241778342,87.9500409,-0.019343986671447655,87.95258153549331,-0.08604301564588321,87.9525876,-0.027602837905283742,87.9525877118311,-0.021855005205916468,87.9525878,-0.01778225501550957
68.36516004510239,87.9500409,-0.01961335958120917,87.95258135581736,-0.08724119875330527,87.9525876,-0.027987218658236297,87.9525877,-0.022159345045469476,87.9525878,-0.01802988013882372
69.31717276155408,87.95004089167998,-0.01988648361878666,87.9525811667199,-0.08845606702671868,87.9525876,-0.02837695207679211,87.9525877,-0.022467922924250816,87.95258779167997,-0.01828095355247896
70.28244264308348,87.95004083178043,-0.020163410991166166,87.95258092712174,-0.08968785278222995,87.9525876,-0.028772112694762847,87.9525877,-0.022780797867307818,87.95258773178043,-0.018535523301855296
71.26115430111746,87.9500408,-0.020444194681092626,87.95258071511748,-0.09093679161074279,87.9525876,-0.029172776071358337,87.9525877,-0.023098029744287096,87.9525877,-0.0187936380346934
72.25349491787215,87.9500408,-0.02072888838834569,87.95258053458443,-0.09220312237063215,87.9525876,-0.0295790188331505,87.9525877,-0.023419679229846942,87.9525877,-0.01905534711587534
73.2596542821523,87.9500408,-0.021017546604763848,87.95258030655572,-0.09348708724023122,87.95258755163893,-0.029990918726264932,87.9525877,-0.023745807778114157,87.9525877,-0.019320700570778403
74.27982482564919,87.9500408,-0.021310224508642166,87.95258007414759,-0.0947889318219627,87.9525875,-0.03040855449811463,87.9525877,-0.024076477798314566,87.9525877,-0.019589749168914497
75.31420165974372,87.9500408,-0.021606978049616993,87.95257989443655,-0.09610890507690414,87.9525875,-0.030832005997596616,87.9525877,-0.024411752579817605,87.9525877,-0.0198625443532581
76.36298261282242,87.9500408,-0.02190786400721157,87.95257968562802,-0.09744725942407371,87.9525875,-0.03126135422451788,87.952587671407,-0.024751696183811497,87.9525877,-0.020139138352605456
77.4263682681127,87.9500408,-0.022212939927249306,87.95257944490065,-0.09880425082101152,87.9525875,-0.03169668129255057,87.95258761122516,-0.025096373624145362,87.9525877,-0.02041958406980935
78.50456200204509,87.9500408,-0.022522264129151988,87.9525792053549,-0.10018013901955222,87.9525875,-0.032138070452587146,87.9525876,-0.025445850838365345,87.9525877,-0.0207039350807445
79.59777002314986,87.95004079108507,-0.02283589580062379,87.95257895542535,-0.10157518696439567,87.95258749108508,-0.03258560614201982,87.9525876,-0.025800194661195,87.95258769108507,-0.02099224578993168
80.70620141149503,87.95004073117725,-0.02315389497586937,87.95257865588624,-0.10298966100471513,87.95258743117725,-0.033039373998780236,87.9525876,-0.026159472843104034,87.95258763117725,-0.021284571347511518
81.8300681586739,87.9500407,-0.023476322400913862,87.95257838443264,-0.10442383223705506,87.9525874,-0.03349946074511044,87.9525876,-0.026523754134479043,87.9525876,-0.02158096767600135
82.96958520834907,87.9500407,-0.023803239739672348,87.95257814368861,-0.10587797495730907,87.9525874,-0.03396595437323886,87.9525876,-0.026893108206652177,87.9525876,-0.02188149146381758
